https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume ETH
1701302400000,2023-11-30 00:00:00,ETH/EUR,1850.1,1850.1,1850.1,1850.1,6.1053299999999995,0.0033
1701216000000,2023-11-29 00:00:00,ETH/EUR,1865.2,1891.3,1845.9,1852.5,226820.00444805,122.43994842
1701129600000,2023-11-28 00:00:00,ETH/EUR,1852.0,1892.0,1827.2,1867.2,302386.103762784,161.94628522
1701043200000,2023-11-27 00:00:00,ETH/EUR,1897.0,1897.0,1820.0,1855.5,199997.11370828998,107.78610278
1700956800000,2023-11-26 00:00:00,ETH/EUR,1902.9,1914.3,1870.0,1887.6,75670.57133750399,40.08824504
1700870400000,2023-11-25 00:00:00,ETH/EUR,1912.4,1912.6,1892.4,1906.7,138959.95961998598,72.87982358
1700784000000,2023-11-24 00:00:00,ETH/EUR,1892.4,1951.0,1892.0,1903.6,171265.34530596397,89.96918749
1700697600000,2023-11-23 00:00:00,ETH/EUR,1898.7,1913.1,1875.6,1892.3,218059.28606115,115.2350505
1700611200000,2023-11-22 00:00:00,ETH/EUR,1776.0,1924.0,1772.1,1899.0,195944.13611757001,103.18279943
1700524800000,2023-11-21 00:00:00,ETH/EUR,1853.5,1861.4,1776.2,1776.2,395220.510276036,222.50901378
1700438400000,2023-11-20 00:00:00,ETH/EUR,1850.9,1892.0,1829.8,1862.5,299874.0101755,161.00617996
1700352000000,2023-11-19 00:00:00,ETH/EUR,1794.7,1853.1,1788.0,1853.1,114454.691910756,61.76390476
1700265600000,2023-11-18 00:00:00,ETH/EUR,1781.1,1813.0,1773.6,1804.2,30127.09333767,16.69831135
1700179200000,2023-11-17 00:00:00,ETH/EUR,1812.3,1836.0,1758.0,1802.6,318697.69196653797,176.79889713
1700092800000,2023-11-16 00:00:00,ETH/EUR,1898.0,1926.3,1793.0,1813.9,286611.562372575,158.00846925
1700006400000,2023-11-15 00:00:00,ETH/EUR,1817.7,1902.5,1811.7,1898.1,334912.476700575,176.44617075
1699920000000,2023-11-14 00:00:00,ETH/EUR,1923.5,1930.4,1781.2,1822.2,402921.600931794,221.11820927
1699833600000,2023-11-13 00:00:00,ETH/EUR,1936.7,1982.0,1903.5,1923.6,375446.02277951996,195.1788432
1699747200000,2023-11-12 00:00:00,ETH/EUR,1907.3,1935.8,1897.0,1909.4,189410.808052984,99.19912436
1699660800000,2023-11-11 00:00:00,ETH/EUR,1943.0,1951.0,1905.7,1915.1,84160.383967187,43.94568637
1699574400000,2023-11-10 00:00:00,ETH/EUR,1991.7,1997.8,1937.3,1946.3,372939.563166276,191.61463452
1699488000000,2023-11-09 00:00:00,ETH/EUR,1767.9,2000.0,1765.0,1992.6,665365.216262112,333.91810512
1699401600000,2023-11-08 00:00:00,ETH/EUR,1768.4,1782.2,1761.9,1775.2,57628.294380384,32.46298692
