Date,Open,High,Low,Close
12/04/2023,"0.078228","0.083694","0.078174","0.082351"
12/03/2023,"0.078990","0.080215","0.076968","0.078228"
12/02/2023,"0.076899","0.079163","0.076552","0.079103"
12/01/2023,"0.076479","0.077947","0.075535","0.076899"
11/30/2023,"0.073483","0.077500","0.073300","0.076479"
11/29/2023,"0.073068","0.075629","0.072614","0.073483"
11/28/2023,"0.070911","0.073660","0.070131","0.073068"
11/27/2023,"0.070808","0.074442","0.070240","0.070910"
11/26/2023,"0.072041","0.072241","0.069271","0.070808"
11/25/2023,"0.071050","0.072400","0.070699","0.072041"
11/24/2023,"0.069882","0.071909","0.069772","0.071050"
11/23/2023,"0.070136","0.070366","0.068819","0.069819"
11/22/2023,"0.068161","0.070459","0.064999","0.070025"
11/21/2023,"0.071483","0.071797","0.066975","0.068191"
11/20/2023,"0.073235","0.075253","0.070800","0.071443"
11/19/2023,"0.073832","0.074223","0.071293","0.073235"
11/18/2023,"0.076048","0.079531","0.072589","0.073832"
11/17/2023,"0.072809","0.080600","0.071105","0.076048"
11/16/2023,"0.069399","0.076778","0.069378","0.072809"
11/15/2023,"0.066612","0.069853","0.066439","0.069351"
11/14/2023,"0.069839","0.070582","0.063394","0.066601"
11/13/2023,"0.073528","0.074399","0.068873","0.069839"
11/12/2023,"0.073841","0.075236","0.070520","0.073528"
11/11/2023,"0.070383","0.076876","0.069859","0.073752"
11/10/2023,"0.067405","0.070620","0.067405","0.070383"
11/09/2023,"0.070208","0.072731","0.065000","0.067455"
11/08/2023,"0.069205","0.071876","0.068126","0.070217"
11/07/2023,"0.069772","0.071377","0.067100","0.069205"
11/06/2023,"0.065379","0.071150","0.065379","0.069772"
11/05/2023,"0.063784","0.066912","0.063784","0.065379"
11/04/2023,"0.063333","0.064399","0.063320","0.063784"
11/03/2023,"0.064023","0.064083","0.062310","0.063333"
11/02/2023,"0.065738","0.066861","0.062870","0.064016"
11/01/2023,"0.064732","0.065671","0.062492","0.065671"
10/31/2023,"0.065241","0.066522","0.062521","0.064732"
10/30/2023,"0.066076","0.066454","0.064000","0.065241"
10/29/2023,"0.065292","0.066078","0.063857","0.066076"
10/28/2023,"0.064037","0.066011","0.063830","0.065292"
10/27/2023,"0.068208","0.068547","0.063643","0.064106"
10/26/2023,"0.064529","0.071397","0.064318","0.068208"
10/25/2023,"0.062278","0.065429","0.061242","0.064529"
10/24/2023,"0.060579","0.065850","0.060579","0.062278"
10/23/2023,"0.057484","0.061681","0.057287","0.060579"
10/22/2023,"0.057649","0.058204","0.056523","0.057484"
10/21/2023,"0.056774","0.057925","0.056277","0.057649"
10/20/2023,"0.055582","0.057005","0.055375","0.056774"
10/19/2023,"0.055351","0.055936","0.054934","0.055582"
10/18/2023,"0.055720","0.056012","0.055337","0.055351"
10/17/2023,"0.056764","0.057004","0.055166","0.055735"
10/16/2023,"0.056707","0.058592","0.056300","0.056764"
10/15/2023,"0.056677","0.057109","0.056169","0.056707"
10/14/2023,"0.055588","0.056797","0.055445","0.056677"
10/13/2023,"0.054900","0.055803","0.054808","0.055588"
10/12/2023,"0.054767","0.055086","0.054111","0.054900"
10/11/2023,"0.055528","0.056070","0.054417","0.054767"
10/10/2023,"0.055708","0.056111","0.055231","0.055528"
10/09/2023,"0.057767","0.057891","0.054680","0.055708"
10/08/2023,"0.057900","0.058223","0.057474","0.057767"
10/07/2023,"0.057980","0.058285","0.057722","0.057900"
10/06/2023,"0.057844","0.058136","0.057702","0.057983"
10/05/2023,"0.058210","0.058594","0.057621","0.057844"
10/04/2023,"0.058563","0.060700","0.058563","0.060234"
10/02/2023,"0.058563","0.060700","0.058563","0.060234"
10/01/2023,"0.058986","0.059485","0.058399","0.058563"
09/30/2023,"0.058686","0.059168","0.058403","0.058986"
09/29/2023,"0.058047","0.058744","0.057856","0.058686"
09/28/2023,"0.057388","0.058300","0.057274","0.058005"
09/27/2023,"0.057022","0.058150","0.056332","0.057377"
09/26/2023,"0.057390","0.057696","0.056884","0.057022"
09/25/2023,"0.057369","0.057711","0.056531","0.057390"
09/24/2023,"0.057843","0.057981","0.057203","0.057369"
09/23/2023,"0.057603","0.058197","0.057544","0.057843"
09/22/2023,"0.057570","0.058102","0.056969","0.057603"
09/21/2023,"0.058575","0.059574","0.057353","0.057570"
09/20/2023,"0.058563","0.058935","0.057652","0.058575"
09/19/2023,"0.057841","0.059190","0.057724","0.058563"
09/18/2023,"0.057135","0.058860","0.057135","0.057841"
09/17/2023,"0.058080","0.058591","0.057135","0.057135"
09/16/2023,"0.058140","0.058981","0.057932","0.058080"
09/15/2023,"0.058279","0.058603","0.057559","0.058140"
09/14/2023,"0.057065","0.058740","0.056868","0.058279"
09/13/2023,"0.056900","0.057410","0.056324","0.057065"
09/12/2023,"0.055990","0.058000","0.055990","0.056906"
09/11/2023,"0.057360","0.057727","0.055251","0.055990"
09/10/2023,"0.059298","0.059390","0.056581","0.057368"
09/09/2023,"0.059312","0.059640","0.059000","0.059298"
09/08/2023,"0.059103","0.059700","0.058383","0.059312"
09/07/2023,"0.058949","0.059414","0.058706","0.059061"
09/06/2023,"0.059532","0.060104","0.058473","0.058949"
09/05/2023,"0.058318","0.059872","0.057650","0.059527"
09/04/2023,"0.058728","0.058981","0.058000","0.058318"
09/03/2023,"0.058833","0.059165","0.058290","0.058728"
09/02/2023,"0.059174","0.060197","0.058267","0.058833"
09/01/2023,"0.058462","0.059278","0.057795","0.059174"
08/31/2023,"0.060013","0.061600","0.058190","0.058462"
08/30/2023,"0.061151","0.061452","0.059030","0.060013"
08/29/2023,"0.058372","0.062850","0.057660","0.061165"
08/28/2023,"0.058317","0.058700","0.057353","0.058372"
08/27/2023,"0.058186","0.059025","0.058093","0.058317"
08/26/2023,"0.058178","0.058674","0.058041","0.058198"
08/25/2023,"0.057618","0.058394","0.057302","0.058178"
08/24/2023,"0.058955","0.059019","0.057353","0.057618"
08/23/2023,"0.057199","0.059615","0.055627","0.058955"
08/22/2023,"0.057488","0.058126","0.056044","0.057165"
08/21/2023,"0.059002","0.059002","0.055523","0.057488"
08/20/2023,"0.058471","0.059550","0.058471","0.058981"
08/19/2023,"0.058097","0.059347","0.058090","0.058491"
08/18/2023,"0.060162","0.060162","0.052432","0.058084"
08/17/2023,"0.061948","0.062748","0.059647","0.060065"
08/16/2023,"0.064882","0.065172","0.061418","0.061949"
08/15/2023,"0.068014","0.068596","0.062968","0.064884"
08/14/2023,"0.069000","0.070326","0.067376","0.068014"
08/13/2023,"0.069999","0.070520","0.069000","0.069000"
08/12/2023,"0.068776","0.070675","0.068633","0.069999"
