Date,Open,High,Low,Close
12/04/2023,"4,564.37","4,572.37","4,546.72","4,569.78"
12/01/2023,"4,559.43","4,599.39","4,554.71","4,594.63"
11/30/2023,"4,554.87","4,569.89","4,537.24","4,567.80"
11/29/2023,"4,571.84","4,587.64","4,547.15","4,550.58"
11/28/2023,"4,545.55","4,568.14","4,540.51","4,554.89"
11/27/2023,"4,554.86","4,560.52","4,546.32","4,550.43"
11/24/2023,"4,555.84","4,560.31","4,552.80","4,559.34"
11/22/2023,"4,553.04","4,568.43","4,545.05","4,556.62"
11/21/2023,"4,538.77","4,542.14","4,525.51","4,538.19"
11/20/2023,"4,511.70","4,557.11","4,510.36","4,547.38"
11/17/2023,"4,509.55","4,520.12","4,499.66","4,514.02"
11/16/2023,"4,497.08","4,511.99","4,487.83","4,508.24"
11/15/2023,"4,505.30","4,521.17","4,495.31","4,502.88"
11/14/2023,"4,458.97","4,508.67","4,458.97","4,495.70"
11/13/2023,"4,406.66","4,421.76","4,393.82","4,411.55"
11/10/2023,"4,364.15","4,418.03","4,353.34","4,415.24"
11/09/2023,"4,391.41","4,393.40","4,343.94","4,347.35"
11/08/2023,"4,384.37","4,391.20","4,359.76","4,382.78"
11/07/2023,"4,366.21","4,386.26","4,355.41","4,378.38"
11/06/2023,"4,364.27","4,372.21","4,347.53","4,365.98"
11/03/2023,"4,334.23","4,373.62","4,334.23","4,358.34"
11/02/2023,"4,268.26","4,319.72","4,268.26","4,317.78"
11/01/2023,"4,201.27","4,245.64","4,197.74","4,237.86"
10/31/2023,"4,171.33","4,195.55","4,153.12","4,193.80"
10/30/2023,"4,139.39","4,177.47","4,132.94","4,166.82"
10/27/2023,"4,152.93","4,156.70","4,103.78","4,117.37"
10/26/2023,"4,175.99","4,183.60","4,127.90","4,137.23"
10/25/2023,"4,232.42","4,232.42","4,181.42","4,186.77"
10/24/2023,"4,235.79","4,259.38","4,219.43","4,247.68"
10/23/2023,"4,210.40","4,255.84","4,189.22","4,217.04"
10/20/2023,"4,273.85","4,276.56","4,223.03","4,224.16"
10/19/2023,"4,321.36","4,339.54","4,269.69","4,278.00"
10/18/2023,"4,357.35","4,364.20","4,303.84","4,314.60"
10/17/2023,"4,345.23","4,393.57","4,337.54","4,373.20"
10/16/2023,"4,342.37","4,383.33","4,342.37","4,373.63"
10/13/2023,"4,360.49","4,377.10","4,311.97","4,327.78"
10/12/2023,"4,380.94","4,385.85","4,325.43","4,349.61"
10/11/2023,"4,366.59","4,378.64","4,345.34","4,376.95"
10/10/2023,"4,339.75","4,385.46","4,339.64","4,358.24"
